from_stop_id,to_stop_id,from_route_id,to_route_id,from_trip_id,to_trip_id,transfer_type
2511183,2511184,,,179800360,176966208,0
2511866,2511869,,,177613847,177609533,0
2510183,2510182,,,177615576,180065065,0
2511442,2511447,,,178241995,176960081,0
2511870,2511866,,,178241995,176964766,0
2511442,2511439,,,178241818,178240501,0
2510250,2510249,,,176967423,176958811,0
2510737,2510738,,,179185720,176965924,0
2512442,2512441,,,178247107,178237666,0
2511536,2511533,,,176973834,178240774,0
2510231,2510231,,,176967161,180039264,0
2510231,2510231,,,176967161,176962885,0
2510231,2510231,,,176967161,176962887,0
2510231,2510231,,,176967161,179798492,0
2510231,2510231,,,176967161,176962888,0
2510231,2510231,,,176967161,177609852,0
2510173,2510173,,,176967161,178252636,0
2511141,2511146,,,176967161,176967188,0
2511448,2511445,,,177608363,176962705,0
2510231,2510231,,,177619133,179428921,0
2511252,2511249,,,177463900,177462505,0
2511252,2511249,,,177463900,179800479,0
2510507,2510515,,,176968978,176966839,0
2510507,2510515,,,176968978,178253664,0
2511979,2511979,,,180055838,178234044,0
2511004,2511003,,,180038572,179811152,0
2512442,2512441,,,179802739,176965321,0
2512377,2512376,,,180047907,180055257,0
2511005,2511006,,,176966553,176964961,0
2511005,2511003,,,176966521,178233072,0
2511448,2511445,,,179791607,179798128,0
2510229,2510228,,,176965557,180042405,0
2512442,2512441,,,176965557,180042405,0
2510229,2510228,,,176965557,177612045,0
2512442,2512441,,,176965557,177612045,0
2512144,2512141,,,178245119,176965032,0
2510183,2510182,,,178244824,177623757,0
2510180,2510180,,,180037924,180064985,0
2510067,2510064,,,180035905,180062954,0
2511003,2511006,,,178253639,179429097,0
2511448,2511445,,,179183124,176964964,0
2511448,2511445,,,179183124,179804444,0
2511448,2511442,,,179183124,179804530,0
2510900,2510908,,,176970436,179422339,0
2511273,2511276,,,176970970,178238695,0
2510899,2510901,,,180026943,180046780,0
2510229,2510228,,,176965393,180041868,0
2512442,2512441,,,176965393,180041868,0
2512141,2512144,,,179420342,179432954,0
2510735,2510738,,,180057160,180029946,0
2511439,2511447,,,179791363,179789599,0
2511536,2511533,,,176973878,179427887,0
2512440,2512439,,,180047297,177613449,1
2511274,2511276,,,176961925,178239934,0
2511409,2511411,,,179438465,179434931,0
2511274,2511276,,,176962055,176961923,0
2511448,2511445,,,178240867,179183894,0
2512154,2512157,,,176964312,176960842,0
2510148,2510147,,,178248002,178249328,0
2512375,2512374,,,179813400,179809127,0
2512131,2512134,,,176962385,177458946,0
2510901,2510908,,,176962385,176962371,0
2510184,2510182,,,176965209,176965430,0
2511895,2511905,,,179423879,176962730,0
2510183,2510182,,,180042143,177604895,0
2510901,2510905,,,176962195,176959454,0
2510901,2510908,,,176962195,179820937,0
2511009,2511009,,,180052229,180053073,0
2512440,2512439,,,180047171,176964531,1
2512131,2512134,,,176970510,178854036,0
2512034,2512031,,,180041064,176973508,0
2511439,2511447,,,179428246,179806371,0
2511246,2511243,,,176959797,176964720,0
2510231,2510231,,,176966256,178855172,0
2511895,2511905,,,179792915,179429899,0
2511448,2511439,,,177608418,176960726,0
2511979,2511979,,,179802740,180047706,0
2512442,2512441,,,179802740,176965321,0
2512190,2512191,,,177626916,179813062,0
2512190,2512191,,,177626916,176967641,0
2512473,2512463,,,178240732,178236942,0
2510182,2510183,,,176969382,179800784,0
2510182,2510184,,,176969382,179800781,0
2511248,2511253,,,177606213,176968484,0
2511275,2511276,,,176971358,176958953,0
2512377,2512376,,,179437477,179444348,0
2512375,2512374,,,179444464,179437556,0
2510182,2510185,,,176969387,176960346,0
2512377,2512376,,,177615849,180055072,0
2511870,2511866,,,178855991,177463906,0
2510148,2510147,,,178248449,178249875,0
2511531,2511536,,,180036877,176973808,0
2510229,2510228,,,176965352,176963818,0
2512442,2512441,,,176965352,176963818,0
2510229,2510231,,,176965352,176967024,0
2512202,2512203,,,177456975,176958373,0
2512202,2512203,,,177456975,176958375,0
2510738,2510737,,,177602731,179794082,0
2510735,2510738,,,178850971,179192866,0
2511241,2511246,,,178850971,176965967,0
2512148,2512144,,,176965578,180042581,0
2512375,2512374,,,179814834,179192611,0
2512202,2512203,,,177599835,176959423,0
2511275,2511276,,,176971260,179813575,0
2511275,2511276,,,176971260,179443428,0
2510908,2510899,,,178240250,178228949,0
2511003,2511006,,,176966743,179428921,0
2511448,2511439,,,179422742,176962235,0
2512144,2512141,,,179431954,179434906,0
2512137,2512140,,,179447404,176964236,0
2511013,2511014,,,176962364,180062919,0
2511013,2511014,,,176962364,179820668,0
2510202,2510200,,,177612823,180031697,0
2512157,2512154,,,176964624,179431843,0
2510166,2510163,,,178238112,178233525,0
2512375,2512374,,,180056019,180048642,0
2511896,2511897,,,176970887,176960437,0
2510926,2510925,,,176968985,176958473,0
2510203,2510204,,,178262307,177605663,0
2511276,2511273,,,178262307,179180669,0
2510067,2510064,,,178262307,178240117,0
2510228,2510231,,,176963797,176962677,0
2510908,2510899,,,178240048,177600213,0
2510202,2510200,,,179187298,178240501,0
2510908,2510899,,,176971082,178229742,0
2510064,2510067,,,176971082,178239553,0
2510230,2510231,,,177467019,177461575,0
2510230,2510231,,,177467019,179429845,0
2512154,2512157,,,180042776,180041022,0
2510789,2510790,,,176961940,178240073,0
2511275,2511276,,,179821421,179814673,0
2510905,2510901,,,176958522,179820782,0
2512257,2512252,,,179207266,180030023,0
2512257,2512252,,,179207266,179790059,0
2512257,2512252,,,179207266,179790063,0
2510908,2510899,,,179427002,176958146,0
2509987,2509998,,,176969502,177604753,0
2511003,2511005,,,176959739,179194789,0
2510173,2510173,,,180053541,176966366,0
2511004,2511003,,,180068148,180053039,0
2510067,2510064,,,176961970,176971117,0
2510899,2510908,,,176957934,180063028,0
2511015,2511016,,,176957934,176959337,0
2510183,2510161,,,178237561,180030387,0
2510250,2510249,,,176967385,180055195,0
2510250,2510249,,,176967385,179443492,0
2512473,2512470,,,178240574,176960401,0
2510726,2510729,,,179794229,176965032,0
2511003,2511006,,,176966892,176962778,0
2511013,2511014,,,179797084,176971184,0
2511896,2511897,,,176970905,176960466,0
2511979,2511979,,,179791263,179813081,0
2510901,2510905,,,176971086,176958257,0
2510157,2510167,,,176965467,179820088,0
2510901,2510908,,,176962444,176962417,0
2510183,2510182,,,178244796,176960236,0
2511146,2511141,,,176967136,176967090,0
2510231,2510231,,,180051219,180038322,0
2510173,2510173,,,180051219,179442063,0
2511439,2511447,,,178854896,180047729,0
2511439,2511447,,,178854896,176964389,0
2511410,2511411,,,176964448,176959713,0
2512202,2512203,,,176957939,180027621,0
2510901,2510905,,,179820991,176960164,0
2510230,2510231,,,179441906,179429097,0
2511146,2511141,,,179441906,177619213,0
2511005,2511006,,,176966832,178242076,0
2510081,2510078,,,179200449,176972563,0
2512439,2512439,,,176963755,180043664,1
2510908,2510899,,,176971142,176957863,0
2510908,2510899,,,176971142,176957873,0
2510064,2510067,,,176971142,177607750,0
2510908,2510908,,,176971142,177610733,1
2511005,2511006,,,179811243,178855748,0
2511273,2511275,,,176967763,179443275,0
2510901,2510908,,,180036771,180063219,0
2510901,2510905,,,180036771,176959454,0
2511246,2511243,,,176963662,177463906,0
2512144,2512141,,,176963852,179788680,0
2509997,2509988,,,176963852,179801022,0
2512377,2512376,,,176965675,176958811,0
2510195,2510194,,,179814569,179814659,0
2510901,2510908,,,179820928,179796154,0
2510901,2510908,,,177608842,176962432,0
2511274,2511273,,,180056309,180063762,0
2511904,2511902,,,177610013,179424371,0
2510516,2510512,,,180056733,180068260,0
2510507,2510515,,,176968967,176966816,0
2510229,2510226,,,177615698,176963985,0
2510229,2510228,,,177615698,176964023,0
2512442,2512441,,,177615698,176964023,0
2510232,2510228,,,180043799,176969383,3
2511979,2511981,,,179793488,180032852,0
2511274,2511273,,,179444213,176971388,0
2509997,2509988,,,179801326,179801338,0
2510177,2510173,,,179801326,176966304,0
2510250,2510249,,,176967439,176958842,0
2510250,2510249,,,176967439,179813858,0
2510899,2510901,,,179787025,178249178,0
2511983,2511983,,,178233579,178248272,0
2511983,2511983,,,178233579,178248273,0
2512375,2512374,,,179814131,179806912,0
2511866,2511869,,,176964810,179798044,0
2510615,2510618,,,176964810,176964773,0
2510506,2510516,,,180068156,180056753,0
2512257,2512252,,,176973279,176964663,0
2510738,2510737,,,179788858,179793977,0
2512473,2512463,,,179796527,179791538,0
2510738,2510737,,,179804543,177603529,0
2512144,2512148,,,178244861,176957895,0
2510228,2510231,,,178244861,179429809,0
2512144,2512141,,,178244861,179804586,0
2510177,2510173,,,178244861,176966278,0
2510177,2510173,,,178244861,176966277,0
2511004,2511003,,,176962916,176966760,0
2510166,2510163,,,179424349,180033960,0
2512150,2512157,,,176967252,176960895,0
2510148,2510147,,,179788792,176965430,0
2511904,2511902,,,179183742,178238169,0
2511004,2511003,,,179183742,176966913,0
2510627,2510628,,,179789839,179443192,0
2510627,2510628,,,179789839,176967726,0
2510627,2510628,,,179789839,179443200,0
2510054,2510055,,,176970991,178240130,0
2511448,2511439,,,176962300,180031697,0
2511448,2511439,,,176962300,178237081,0
2512151,2512148,,,177619777,180026820,3
2512134,2512131,,,176962487,176960486,0
2511276,2511273,,,176959246,176966417,0
2511410,2511412,,,180048752,180046006,0
2511438,2511448,,,180048752,176962639,0
2512440,2512439,,,179436419,179434099,1
2512171,2512174,,,179436419,176966340,0
2510908,2510899,,,180036620,176957803,0
2511014,2511013,,,180036620,176962489,0
2511448,2511445,,,178855319,176965011,0
2511448,2511445,,,178855319,179804692,0
2511448,2511445,,,178855319,176965013,0
2511448,2511442,,,178855319,176965032,0
2510228,2510226,,,177606012,176963530,0
2512171,2512174,,,179805867,176966296,0
2512375,2512374,,,176959219,176965627,0
2510195,2510194,,,176959209,176959024,0
2510228,2510231,,,180059647,178855172,0
2511438,2511442,,,179807288,179804823,0
2511438,2511448,,,176959954,176962272,0
2510901,2510905,,,179427042,176958295,0
2511979,2511979,,,180033835,179434137,0
2510420,2510421,,,178256365,176967264,0
2510148,2510147,,,180045702,180047099,0
2510515,2510507,,,176966555,176968795,0
2511981,2511979,,,179807090,180032873,0
2511448,2511445,,,179450058,179429157,0
2510901,2510908,,,177626248,178239984,0
2511274,2511273,,,178256398,176971337,0
2510726,2510729,,,177602922,176964961,0
2510229,2510227,,,179800257,179802824,0
2510273,2510272,,,176964722,179203431,0
2510404,2510405,,,176973197,176973199,0
2510738,2510737,,,177601646,177603533,0
2510146,2510145,,,178249488,179174767,0
2510230,2510231,,,176966365,179183241,0
2510230,2510228,,,176966365,179803522,0
2510231,2510231,,,176967084,179429809,0
2510173,2510173,,,176967084,176966278,0
2510173,2510173,,,176967084,176966277,0
2512034,2512031,,,180032322,176973536,0
2510737,2510738,,,176963629,176965998,0
2510899,2510901,,,179417673,176965462,0
2512377,2512376,,,179806421,179813530,0
2510092,2510093,,,180051051,178851099,0
2512190,2512191,,,176971261,176967372,0
2512190,2512191,,,176971261,179825639,0
2511439,2511445,,,180031547,180038953,0
2510054,2510055,,,180062351,180036400,0
2512151,2512148,,,176967603,176959637,3
2510908,2510899,,,176971159,176957769,0
2510959,2510960,,,179454511,176974087,0
2512377,2512376,,,176965740,176959289,0
2512144,2512141,,,179801032,178231345,0
2510515,2510507,,,179810545,176968795,0
2512442,2512441,,,176964383,176960855,0
2511447,2511439,,,176964383,176962501,0
2511447,2511448,,,176964383,179428321,0
2510223,2510226,,,176964383,176963530,3
2510738,2510737,,,179435336,178234182,0
2512148,2512148,,,176970564,176970558,0
2510901,2510905,,,176962109,176958438,0
2510901,2510905,,,176962109,176958436,0
2510230,2510231,,,178252164,178241368,0
2511439,2511442,,,176962633,179804933,0
2510170,2510170,,,176959389,180049593,0
2511275,2511276,,,176971410,176958967,0
2511866,2511869,,,176964882,178242203,0
2511866,2511869,,,176964882,176962813,0
2511866,2511869,,,176964882,179798263,0
2511866,2511869,,,176964882,179183894,0
2511866,2511869,,,176964882,176962810,0
2511252,2511249,,,176964882,177462539,0
2511438,2511442,,,180048715,180029927,0
2511410,2511411,,,180048715,179790150,0
2510228,2510231,,,179800946,179797870,0
2511442,2511439,,,179798415,180037350,0
2511274,2511273,,,179814739,179821456,0
2510226,2510227,,,177614842,178874029,0
2512190,2512191,,,176971388,179825688,0
2512140,2512144,,,176960883,176960194,0
2510179,2510174,,,176960883,176962712,0
2512034,2512031,,,176960883,176973508,0
2510515,2510518,,,176966627,180052076,0
2511958,2511958,,,176966627,180028635,0
2511958,2511958,,,176966627,179788909,0
2510515,2510518,,,176966627,179810706,0
2511003,2511006,,,176966572,179788707,0
2511003,2511006,,,176966572,177601475,0
2511958,2511958,,,176966572,176963027,0
2512141,2512149,,,176964997,178230551,0
2511003,2511006,,,177618466,176962677,0
2512149,2512151,,,176959480,176967614,3
2512149,2512151,,,176959480,176967613,3
2511846,2511849,,,180040956,176973159,0
2511243,2511246,,,176964844,179431420,0
2510901,2510908,,,180047178,180040651,0
2511614,2511611,,,176973042,176973410,0
2510166,2510163,,,179792408,179793324,0
2511895,2511905,,,179792408,178856250,0
2510230,2510231,,,177619178,176962677,0
2511979,2511981,,,179793740,180033167,0
2510901,2510905,,,178262746,176958422,0
2510055,2510054,,,178262746,176961975,0
2510901,2510908,,,178262746,179181758,0
2512141,2512144,,,180041033,176964120,0
2510202,2510200,,,176964269,176962301,0
2509987,2509987,,,176964269,176964274,0
2509989,2509996,,,176969583,180044950,0
2510905,2510901,,,176968615,177608815,0
2512131,2512134,,,177608878,176960616,0
2510064,2510067,,,176962194,176971063,0
2510250,2510249,,,177467454,176959133,0
2510250,2510249,,,177467454,178256674,0
2510250,2510249,,,177467454,178256664,0
2511441,2511438,,,178235525,176968031,0
2511248,2511251,,,177614822,178247593,0
2512440,2512439,,,176965425,176964475,1
2511005,2511006,,,180052591,180068112,0
2511982,2511981,,,178251467,176961707,0
2510173,2510173,,,180050849,176967082,0
2512375,2512374,,,179813869,179806709,0
2512144,2512141,,,178245120,176965032,0
2512144,2512141,,,176963866,176964961,0
2512375,2512374,,,179813332,179808880,0
2510203,2510204,,,177607801,177608562,0
2512140,2512141,,,176964138,176963587,0
2512140,2512141,,,176964138,176963586,0
2510184,2510182,,,179801293,176960337,0
2510900,2510908,,,176970352,180030465,0
2512377,2512376,,,179806633,179813786,0
2512470,2512463,,,176960765,177608562,0
2511614,2511611,,,176973044,176973410,0
2511981,2511983,,,176967692,179421510,0
2510627,2510628,,,176967692,177602704,0
2510166,2510163,,,177606317,179793374,0
2510901,2510905,,,176962177,176959480,0
2510901,2510905,,,176962177,176959482,0
2511410,2511411,,,179807166,179790118,0
2511979,2511981,,,179807166,179796620,0
2510148,2510147,,,180045412,176965354,0
2511003,2511005,,,180052315,180052303,0
2510515,2510507,,,178253055,176968821,0
2511846,2511848,,,179792241,176973416,0
2511448,2511439,,,179426734,179450127,0
2510899,2510901,,,180025992,177615523,0
2511981,2511979,,,179807003,176962297,0
2510516,2510520,,,180056671,180068101,0
2512190,2512191,,,176971406,176967600,0
2510899,2510908,,,176958114,179795954,0
2510899,2510908,,,176958114,178240073,0
2510735,2510738,,,179792161,176965959,0
2511846,2511848,,,179792161,176973405,0
2510899,2510908,,,180026548,180062954,0
2509989,2509996,,,177623981,176964735,0
2511448,2511445,,,178239907,176962838,0
2510226,2510232,,,176963515,180043664,3
2512190,2512191,,,178263371,178255309,0
2511447,2511444,,,176968053,176959191,0
2512442,2512441,,,179803147,179423581,0
2511448,2511445,,,179796653,179798856,0
2512470,2512463,,,180031420,176962272,0
2510173,2510173,,,177466993,176966340,0
2511273,2511276,,,176970968,176961724,0
2512377,2512376,,,178250461,176959289,0
2510147,2510148,,,180059636,180043425,0
2510899,2510908,,,177599886,179796046,0
2511015,2511016,,,177599886,176959121,0
2511275,2511276,,,176966463,176958836,0
2510615,2510618,,,180045272,180045211,0
2511252,2511249,,,180045272,176963691,0
2510229,2510226,,,176965340,176963761,0
2510229,2510226,,,176965340,176963762,0
2510229,2510228,,,176965340,176963797,0
2512442,2512441,,,176965340,176963797,0
2511896,2511897,,,179820071,176960505,0
2511896,2511897,,,179820071,179822647,0
2510726,2510729,,,177603110,176964652,0
2509997,2509988,,,179801089,178244674,0
2510177,2510174,,,177606182,176962751,0
2512034,2512031,,,177606182,176973528,0
2510908,2510901,,,176960565,179799792,0
2510908,2510901,,,176960565,177610655,0
2512140,2512141,,,177623756,176964652,0
2511003,2511006,,,176966875,176962767,0
2510229,2510228,,,178249041,178244425,0
2512441,2512442,,,178249041,178244425,0
2511438,2511442,,,180048641,180045911,0
2512439,2512439,,,176963899,176964493,1
2510229,2510228,,,180047030,176963876,0
2512442,2512441,,,180047030,176963876,0
2510250,2510249,,,176967494,178256381,0
2511439,2511447,,,179791393,180029505,0
2511439,2511447,,,179791393,180029506,0
2511439,2511447,,,179791393,176960042,0
2510226,2510228,,,176966067,176963951,0
2512144,2512141,,,179432270,180029893,0
2510250,2510249,,,176967453,179813923,0
2511979,2511979,,,176961312,176964531,0
2512440,2512439,,,178249109,179802915,1
2512171,2512174,,,178249109,177617335,0
2511246,2511243,,,180028889,180044862,0
2510195,2510194,,,176959343,178256798,0
2510738,2510737,,,179790177,179794136,0
2511442,2511439,,,178242677,177608554,0
2510230,2510231,,,176967062,176962925,0
2511958,2511958,,,176966785,176964316,0
2510229,2510231,,,177615335,177619213,0
2510908,2510901,,,177615335,176971139,0
2510908,2510899,,,180036479,180026492,0
2511246,2511243,,,179789200,176964773,0
2511846,2511849,,,179789200,176973199,0
2510195,2510194,,,178256928,178257012,0
2512439,2512439,,,176963801,176964379,1
2511979,2511981,,,179793206,179792436,0
2511979,2511981,,,179793206,179792437,0
2511448,2511445,,,180036912,176962705,0
2510899,2510901,,,176958130,180046865,0
2510229,2510231,,,179436270,177619213,0
2510230,2510231,,,177619438,176962995,0
2510184,2510182,,,176963938,177604895,0
2509997,2509988,,,179801419,176963985,0
2512140,2512141,,,176969393,179421312,0
2510228,2510231,,,176969393,176962501,0
2510184,2510182,,,176963883,176960220,0
2510184,2510182,,,176963883,176960222,0
2510202,2510200,,,179432761,180036929,0
2509992,2509991,,,176972617,176968366,0
2511273,2511276,,,178239885,178239361,0
2510790,2510789,,,179426988,177607650,0
2512202,2512203,,,176959636,177457789,0
2512202,2512203,,,176959636,176959501,0
2510229,2510226,,,176965594,180042460,0
2510229,2510231,,,176965594,176967161,0
2510908,2510901,,,176965520,180063179,0
2510229,2510228,,,176965520,177611940,0
2512442,2512441,,,176965520,177611940,0
2511273,2511276,,,179795496,179794701,0
2510059,2510062,,,180031082,178239455,0
2511979,2511981,,,176961074,179793615,0
2511004,2511003,,,180039142,180053244,0
2512375,2512374,,,179443765,179437062,0
2511274,2511273,,,179443765,176971316,0
2511896,2511897,,,177625860,176960505,0
2511447,2511438,,,179806671,179806822,0
2512467,2512473,,,176960509,176960630,0
2510059,2510062,,,176960509,176961923,0
2511250,2511253,,,176960860,176968347,0
2510411,2510412,,,178253273,179810930,0
2512439,2512439,,,176963760,178246363,1
2511273,2511274,,,177626910,178257071,0
2511273,2511274,,,177626910,178871251,0
2511870,2511866,,,180038679,176964725,0
2511005,2511006,,,176966856,178855823,0
2511241,2511246,,,177606110,177616642,0
2511901,2511902,,,176970831,177602704,0
2510250,2510249,,,179812467,179813652,0
2510226,2510227,,,177611824,180047202,0
2512439,2512440,,,177611824,180047202,0
2511866,2511869,,,177613704,178242487,0
2510183,2510182,,,179432167,177623757,0
2511531,2511536,,,180036867,176973808,0
2510420,2510421,,,178255948,176967216,0
2511275,2511276,,,177626783,179444017,0
2510507,2510515,,,176968927,176966741,0
2510507,2510515,,,176968927,176966739,0
2511983,2511983,,,178263433,178238368,0
2512203,2512202,,,178230569,179786373,0
2510173,2510177,,,180051250,178244237,0
2510908,2510901,,,180046951,176971119,0
2512157,2512154,,,180042706,180040993,0
2511447,2511438,,,179807242,179807406,0
2512473,2512470,,,179427740,176960466,0
2510738,2510737,,,176965023,177603679,0
2510738,2510737,,,176965023,177460141,0
2510229,2510231,,,180047568,176967153,0
2510420,2510421,,,178256363,176967264,0
2511979,2511981,,,176960976,179793324,0
2510184,2510182,,,177614687,176965400,0
2511442,2511439,,,180038928,179791669,0
2510231,2510231,,,176967037,180038705,0
2510231,2510231,,,176967037,178855597,0
2512150,2512157,,,176967223,180032015,0
2511275,2511276,,,176966424,179813618,0
2510908,2510899,,,180036643,180026117,0
2511979,2511981,,,179793451,178851586,0
2512144,2512141,,,176963833,176964937,0
2512144,2512141,,,176963833,179434905,0
2510170,2510169,,,176958778,178233206,0
2511409,2511411,,,176964434,176962713,0
2511447,2511439,,,176964434,179428310,0
2510148,2510147,,,179788716,176965400,0
2510226,2510227,,,177614809,180059569,0
2511005,2511006,,,176966923,177461663,0
2511442,2511439,,,178242214,176960786,0
2511004,2511003,,,180068098,180052753,0
2510226,2510227,,,176963912,179805864,0
2512439,2512440,,,176963912,179805864,0
2510901,2510908,,,179820759,176962106,0
2512377,2512376,,,176965759,177620994,0
2510628,2510630,,,176965759,179817683,0
2511275,2511276,,,177626756,178256381,0
2511903,2511906,,,179804584,179811385,0
2511958,2511958,,,180051877,180045366,0
2512144,2512141,,,176963842,179789811,0
2510230,2510231,,,176966294,176962567,0
2511004,2511005,,,178242588,178253664,0
2511003,2511006,,,176966890,176962779,0
2510062,2510060,,,179427438,176972923,0
2512467,2512463,,,176960417,179427547,0
2512467,2512463,,,176960417,178240635,0
2512467,2512463,,,176960417,178240638,0
2511981,2511979,,,179435018,179435069,0
2511981,2511979,,,179806388,176962225,0
2509997,2509988,,,176963787,179431843,0
2512144,2512141,,,176963787,179803622,0
2509992,2509991,,,176972640,177622415,0
2511442,2511438,,,178235436,176959998,0
2509989,2509996,,,176969676,180045176,0
2509989,2509996,,,176969676,177613887,0
2512131,2512134,,,176962425,176960436,0
2511904,2511902,,,178242513,179424005,0
2511866,2511869,,,177613668,176962674,0
2510203,2510204,,,178876703,178236874,0
2512141,2512144,,,180041328,179802557,0
2511409,2511411,,,176958899,176965013,0
2512439,2512439,,,176963774,180043728,1
2510184,2510177,,,176963774,179431219,0
2510184,2510182,,,176963774,179800200,0
2510184,2510160,,,176963774,178234261,0
2511870,2511866,,,178242518,176964721,0
2511959,2511959,,,177601593,179810642,0
