from_stop_id,to_stop_id,from_route_id,to_route_id,from_trip_id,to_trip_id,transfer_type
2510177,2510173,,,177611859,177617655,0
2510226,2510227,,,176963954,178249573,0
2512439,2512440,,,176963954,178249573,0
2512439,2512440,,,180042433,180044636,1
2510901,2510908,,,179436473,177610811,0
2512440,2512439,,,179436473,179434137,1
2510146,2510145,,,179436473,179435271,0
2511252,2511249,,,176964881,177462539,0
2510250,2510249,,,178255238,179814524,0
2510900,2510900,,,176970472,176970380,0
2511448,2511439,,,178236942,176962301,0
2511448,2511445,,,178236942,177609590,0
2510067,2510064,,,179795588,179820766,0
2510067,2510064,,,179795588,179820765,0
2511275,2511276,,,176966455,176958750,0
2510227,2510226,,,179186692,178249439,0
2512440,2512439,,,179186692,178249439,0
2512144,2512141,,,180042322,180046006,0
2512473,2512470,,,178240693,176960437,0
2511533,2511532,,,178240693,176960598,0
2512257,2512252,,,176973249,179804737,0
2511409,2511411,,,177602401,177609590,0
2510173,2510173,,,176967036,180051004,0
2510231,2510231,,,176967036,180038705,0
2510231,2510231,,,176967036,176962941,0
2511532,2511531,,,177605432,177608630,0
2511438,2511445,,,176959902,176962712,0
2511438,2511445,,,176959902,176962713,0
2512144,2512141,,,179801142,179804490,0
2511448,2511445,,,179183175,176964977,0
2511895,2511894,,,179819782,180033494,0
2510160,2510184,,,179819782,176963880,0
2510230,2510231,,,176967116,176962749,0
2511005,2511006,,,180052268,180068275,0
2511275,2511276,,,176971417,179444348,0
2511448,2511439,,,177608630,178237211,0
2511439,2511447,,,176962518,176964443,0
2511275,2511276,,,179821394,180056206,0
2511897,2511895,,,176963351,177606306,0
2511442,2511439,,,179429097,179422945,0
2511870,2511866,,,179429097,176964766,0
2512202,2512203,,,176957772,179419412,0
2511895,2511894,,,178261772,178233709,0
2511253,2511253,,,176964718,176960346,0
2511442,2511439,,,179804904,179797634,0
2511252,2511249,,,180044950,179431292,0
2510273,2510272,,,180044950,179449490,0
2510520,2510512,,,177609587,176965032,0
2511925,2511924,,,179811455,176967013,0
2510226,2510227,,,179434225,179431536,0
2510899,2510908,,,179786670,179820743,0
2510899,2510908,,,179786670,176971128,0
2512151,2512148,,,180053891,176958874,3
2510908,2510899,,,179820786,176957873,0
2510157,2510161,,,176969368,179808336,0
2510231,2510231,,,176967147,177461663,0
2510231,2510231,,,176967147,179798379,0
2511983,2511983,,,178238031,178233917,0
2512032,2512031,,,180029085,176973528,0
2510226,2510227,,,178245191,176965555,0
2512439,2512440,,,178245191,176965555,0
2510421,2510419,,,176967238,177620710,0
2512467,2512463,,,176960501,177608630,0
2512457,2512457,,,180060940,180060935,0
2510908,2510899,,,180063190,177457889,0
2511441,2511438,,,178235235,176959935,0
2511445,2511447,,,180045993,180048693,0
2512149,2512151,,,178230893,176967571,3
2510229,2510228,,,177615588,179186926,0
2512441,2512442,,,177615588,179186926,0
2511005,2511006,,,179440808,176964988,0
2510738,2510737,,,178248075,177603529,0
2512140,2512141,,,177612214,176963551,0
2511274,2511276,,,178238682,179181209,0
2511144,2511146,,,176960011,179428763,0
2511274,2511273,,,179814654,180063738,0
2510901,2510908,,,176962152,176971152,0
2512375,2512374,,,179813341,179808920,0
2510179,2510178,,,176960932,180039520,0
2510129,2510130,,,176957978,176970484,0
2512190,2512191,,,176971402,176967594,0
2512377,2512376,,,179808068,179813081,0
2511248,2511251,,,177601698,176964761,0
2511533,2511536,,,178240602,176973828,0
2510420,2510421,,,179198004,176967264,0
2510506,2510507,,,179429113,176968830,0
2512157,2512154,,,179420267,179432123,0
2511983,2511983,,,179203734,178234826,0
2511274,2511273,,,179814318,179821300,0
2510905,2510901,,,180065039,176960630,0
2510229,2510228,,,176965537,180042322,0
2512442,2512441,,,176965537,180042322,0
2510229,2510226,,,176965537,179801338,0
2510908,2510901,,,176965537,176971184,0
2512151,2512148,,,176967610,177457748,3
2512144,2512141,,,180042159,180045840,0
2510173,2510173,,,176966150,176967098,0
2510231,2510231,,,176966150,179428310,0
2510179,2510174,,,176960875,176962701,0
2512160,2512163,,,179822626,177608833,0
2511274,2511276,,,178239961,176961923,0
2511274,2511276,,,178239961,176961920,0
2511533,2511536,,,179427600,176973853,0
2511614,2511613,,,176972995,176971751,0
2511003,2511006,,,180052563,178856249,0
2511246,2511243,,,179420425,176964720,0
2511904,2511905,,,180039682,178856250,0
2511982,2511983,,,179179505,178247921,0
2510067,2510067,,,179814366,179814367,0
2510062,2510055,,,178239252,176967554,0
2510229,2510231,,,178249851,176967147,0
2512141,2512149,,,179789891,176958601,0
2511252,2511249,,,179434789,178244237,0
2512442,2512441,,,179188744,178851076,0
2510195,2510194,,,179814144,180055821,0
2510195,2510194,,,179814144,179814242,0
2512144,2512141,,,177611814,178232732,0
2509997,2509988,,,177611814,178244914,0
2509997,2509998,,,177611814,176972456,0
2512491,2512493,,,176971648,178247492,0
2512491,2512493,,,176971648,177613769,0
2510226,2510227,,,176964029,176965559,0
2512439,2512440,,,176964029,176965559,0
2511273,2511276,,,179795575,178239016,0
2510177,2510174,,,179423457,177609912,0
2512140,2512144,,,176960961,177604895,0
2512151,2512148,,,177620125,177457748,3
2510146,2510145,,,176965368,179420017,0
2511003,2511006,,,178253068,176959703,0
2511003,2511006,,,178253068,176959705,0
2511005,2511006,,,177618368,176962677,0
2511448,2511445,,,179791508,179798044,0
2512440,2512439,,,176969353,180043671,0
2512440,2512439,,,176969353,179802701,0
2510113,2547923,,,176972207,180058593,0
2510113,2547923,,,176972207,176968724,0
2510180,2510183,,,180038298,176965524,0
2510166,2510163,,,178238003,179793615,0
2511531,2511532,,,178240857,179791186,0
2510226,2510227,,,179432351,179436492,0
2511248,2511251,,,177614746,178247492,0
2512439,2512440,,,179803167,179792179,0
2511274,2511276,,,179795247,179426845,0
2512154,2512157,,,179802568,176963669,0
2511448,2511439,,,177605664,178240666,0
2511663,2511669,,,176973237,179189409,3
2511183,2511184,,,176963659,180051167,0
2510173,2510173,,,177466914,176966232,0
2512144,2512141,,,180041824,179789811,0
2511004,2511005,,,179804518,179810706,0
2511003,2511006,,,180052702,180038740,0
2510899,2510901,,,179417498,178249573,0
2512190,2512191,,,177626796,177467437,0
2511246,2511243,,,179800657,178247736,0
2510515,2510518,,,180052069,180052014,0
2511246,2511243,,,179431259,178235905,0
2510226,2510232,,,179431259,176964403,3
2510226,2510232,,,179431259,179802915,3
2512141,2512149,,,176964621,176958324,0
2512439,2512439,,,176963869,179433811,1
2510226,2510227,,,176963869,177615212,0
2512439,2512440,,,176963869,177615212,0
2510226,2510227,,,176963869,176965404,0
2512439,2512440,,,176963869,176965404,0
2511609,2511611,,,176971788,176973432,0
2512203,2512202,,,178843872,178229114,0
2511246,2511243,,,178243913,176964766,0
2511447,2511438,,,179806541,179806709,0
2511904,2511902,,,180052964,180034562,0
2512491,2512493,,,176971632,176964744,0
2512149,2512151,,,178230181,177619714,3
2511981,2511979,,,179792748,180048260,0
2511005,2511006,,,179194996,179183490,0
2511448,2511445,,,179796678,179798216,0
2510179,2510175,,,180046808,180037848,0
2510229,2510226,,,180046808,176963769,0
2510899,2510908,,,180025966,180063116,0
2511904,2511902,,,179798587,179792437,0
2511448,2511439,,,177605548,180036902,0
2511448,2511445,,,177605548,176962674,0
2512150,2512157,,,177619615,177606238,0
2512150,2512157,,,177619615,177606237,0
2511274,2511273,,,179813979,176971316,0
2510520,2510512,,,176962689,176964961,0
2511004,2511005,,,176962689,176966741,0
2511004,2511005,,,176962689,176966739,0
2510195,2510194,,,180056345,176959024,0
2510790,2510789,,,176962116,177607750,0
2510901,2510908,,,176962116,176971115,0
2510421,2510419,,,176967212,179813618,0
2511444,2511447,,,176958845,179174114,0
2510160,2510157,,,179814264,176969422,0
2511003,2511006,,,176966866,179429809,0
2511144,2511146,,,177458276,177461346,0
2510726,2510729,,,180034248,180028426,0
2511447,2511438,,,179806758,179806913,0
2510173,2510173,,,177617667,179442063,0
2510899,2510908,,,180064932,176960387,0
2511003,2511006,,,179810794,179804630,0
2511009,2511009,,,180065084,180052506,0
2510196,2510197,,,179435901,176969377,0
2510905,2510901,,,176958486,179820759,0
2511866,2511869,,,180045084,180068120,0
2510738,2510737,,,179435000,176961483,0
2511248,2511253,,,179423775,176968510,0
2510129,2510130,,,178229296,176970488,0
2510071,2510070,,,180062643,180056008,0
2511004,2511003,,,177614057,176966579,0
2510615,2510618,,,178247457,176964721,0
2510231,2510231,,,177619332,179429899,0
2512140,2512144,,,180059508,176963797,0
2510173,2510173,,,176966136,176967086,0
2510899,2510901,,,176959637,176965555,0
2511448,2511438,,,179797720,179807407,0
2510615,2510618,,,176964742,176964704,0
2512473,2512463,,,180037289,179791794,0
2511981,2511979,,,179792753,180048257,0
2511014,2511013,,,176962087,179428035,0
2511275,2511276,,,177626700,177620710,0
2510908,2510899,,,179820567,176968629,0
2511447,2511438,,,180048039,180048218,0
2511215,2511216,,,176972976,176965171,0
2510202,2510200,,,178245714,176960715,0
2511441,2511438,,,179439592,176968056,0
2511273,2511276,,,176971066,178239455,0
2510054,2510055,,,176971066,176962199,0
2510226,2510227,,,176964001,176965539,0
2512439,2512440,,,176964001,176965539,0
2511083,2511082,,,176964001,176965602,0
2510226,2510232,,,176959802,179802966,3
2510228,2510231,,,176963806,179183450,0
2509997,2509988,,,176963806,176963812,0
2512190,2512191,,,178263361,176967610,0
2510230,2510231,,,176967117,180038804,0
2510230,2510231,,,176967117,176962749,0
2511248,2511251,,,178237464,178258236,0
2512034,2512031,,,178237464,176973518,0
2511274,2511273,,,180055429,176971302,0
2511445,2511447,,,179804435,179806761,0
2512440,2512439,,,180046725,180043728,1
2512190,2512191,,,176971367,179825680,0
2512140,2512144,,,176960963,177604895,0
2510177,2510174,,,176960963,176962785,0
2511441,2511438,,,179809366,176968056,0
2511005,2511006,,,180052267,180068275,0
2510055,2510054,,,178262764,178239694,0
2510067,2510064,,,178239775,176971152,0
2511442,2511439,,,176965001,176962567,0
2510195,2510194,,,176959082,176959222,0
2510146,2510145,,,179806162,179190168,0
2510908,2510899,,,179820909,177457889,0
2510054,2510055,,,180062838,179795390,0
2511014,2511013,,,176962133,176962475,0
2510064,2510067,,,176962133,176971022,0
2511003,2511006,,,176966843,180038804,0
2510726,2510729,,,176961568,178232732,0
2512173,2512171,,,179193836,178249621,0
2511901,2511902,,,179819908,179804775,0
2511983,2511983,,,179203460,178247921,0
2511275,2511276,,,176966420,177620541,0
2511005,2511006,,,176966716,178856249,0
2512467,2512473,,,176960510,176960630,0
2511982,2511983,,,176964481,180033586,0
2512442,2512441,,,176964481,177606133,0
2511982,2511983,,,176964481,176961282,0
2510148,2510147,,,176965056,176965574,0
2512375,2512374,,,180055585,180048218,0
2510900,2510908,,,176970410,176960598,0
2511982,2511983,,,176965827,179189007,0
2511958,2511958,,,176966547,176963018,0
2511448,2511439,,,179426569,179449977,0
2510045,2510044,,,176959107,176965807,0
2510194,2510195,,,176959107,176959191,0
2511979,2511979,,,179802722,179806403,0
2510223,2510224,,,179802722,179808045,3
2512523,2512524,,,176966580,176966596,0
2510726,2510729,,,180034247,180045572,0
2511441,2511438,,,176959235,179789481,0
2512190,2512191,,,178252701,177619765,0
2511274,2511276,,,179795103,179795663,0
2511246,2511243,,,177610992,176960294,0
2511438,2511448,,,177613351,176962615,0
2510232,2510224,,,177613351,177620994,3
2511274,2511273,,,179814615,179821398,0
2511005,2511006,,,176966950,176962887,0
2511005,2511006,,,176966950,177609852,0
2511014,2511013,,,176971129,177608815,0
2511905,2511895,,,176962927,180032382,0
2511442,2511447,,,176962927,176960019,0
2511903,2511904,,,180068254,180052963,0
2511903,2511902,,,180068254,180034562,0
2510738,2510737,,,179804666,179794136,0
2512439,2512439,,,178858491,180043994,1
2512440,2512439,,,176965375,178246625,1
2512440,2512439,,,176965375,179433718,1
2510146,2510145,,,176965375,179434954,0
2510146,2510145,,,176965375,178247921,0
2511275,2511276,,,176971236,176959641,0
2511275,2511276,,,176971236,179443333,0
2512440,2512439,,,176965531,177613505,1
2510146,2510145,,,176965531,178248342,0
2512171,2512174,,,176965531,176966377,0
2512171,2512174,,,176965531,178252583,0
2510146,2510145,,,176965531,179435336,0
2510179,2510174,,,179423458,176962921,0
2511005,2511003,,,176966524,177602813,0
2511005,2511003,,,176966524,177602812,0
2511005,2511006,,,176966524,177612899,0
2511005,2511006,,,176966524,179433434,0
2511870,2511866,,,178242519,176964721,0
2510231,2510231,,,176966102,177608900,0
2510726,2510729,,,176965952,176960893,0
2512491,2512493,,,176971687,176964864,0
2512140,2512141,,,176969392,179421312,0
2510228,2510231,,,176969392,176962501,0
2510182,2510183,,,176969392,179431843,0
2510147,2510148,,,180065017,180045840,0
2510230,2510231,,,179812176,177609852,0
2511003,2511006,,,179811458,178855834,0
2510229,2510226,,,176965452,178244674,0
2511448,2511445,,,176962278,180039520,0
2511448,2511439,,,176962278,180031569,0
2511448,2511445,,,176962278,178242598,0
2510905,2510901,,,176959466,176962170,0
2512149,2512151,,,176959466,176967597,3
2512149,2512151,,,176959466,176967598,3
2511274,2511276,,,176961904,176971052,0
2510195,2510194,,,178256971,178257047,0
2512141,2512144,,,179800549,178246255,0
2510901,2510905,,,179796169,177457885,0
2511409,2511411,,,176964358,176962913,0
2511866,2511869,,,176964755,176962713,0
2511252,2511249,,,176964755,176963587,0
2511252,2511249,,,176964755,176963586,0
2510615,2510618,,,176964755,176964720,0
2510615,2510618,,,176964755,177613672,0
2510615,2510618,,,176964755,176964721,0
2511276,2511275,,,176961924,176971443,0
2510161,2510184,,,176959221,176963516,0
2510194,2510195,,,176959221,178251490,0
2510055,2510054,,,176960545,179794566,0
2511532,2511536,,,176960545,176973805,0
2512202,2512203,,,177600096,176958375,0
2510231,2510231,,,176967032,179798667,0
2511846,2511848,,,177611090,176973441,0
2510228,2510231,,,179801261,178855748,0
2511004,2511005,,,176962762,176966863,0
2510148,2510147,,,177601482,176965400,0
2511410,2511411,,,176964452,177601561,0
2511243,2511246,,,176964703,179431201,0
2511979,2511981,,,179426780,179424858,0
2510231,2510231,,,176966281,179428659,0
2512257,2512252,,,176973248,178248254,0
2512257,2512252,,,176973248,178248257,0
2510901,2510905,,,180036700,176959482,0
2510908,2510901,,,179177736,179185332,0
2511275,2511276,,,176971239,179813473,0
2512439,2512439,,,176963977,178247117,1
2511275,2511276,,,176971268,180055195,0
2511275,2511276,,,176971268,179443492,0
2511275,2511276,,,176971268,176959170,0
2512034,2512031,,,179423665,176973528,0
2511003,2511006,,,176966540,180029766,0
2511979,2511979,,,179789921,179793573,0
2510520,2510512,,,176962770,176965032,0
2511004,2511003,,,176962770,176966921,0
2512375,2512374,,,179813370,179809029,0
2510226,2510227,,,176963985,176965525,0
2512439,2512440,,,176963985,176965525,0
2510163,2510166,,,176961253,179424156,0
2512190,2512191,,,176971352,180054269,0
2510055,2510054,,,176971165,180036103,0
2510901,2510905,,,176971165,177457601,0
2510055,2510054,,,176971165,176962015,0
2511959,2511959,,,179788883,179810642,0
2510908,2510908,,,180036525,180040603,1
2510615,2510618,,,178247480,176964733,0
2510901,2510905,,,179820627,176958257,0
2512141,2512144,,,179423443,177612899,0
2510182,2510183,,,180038279,180047351,0
2509989,2509996,,,180059777,176964731,0
2511904,2511902,,,179798803,179792978,0
2511016,2511015,,,176960057,176958422,0
2511006,2511005,,,180068145,180052787,0
2512442,2512441,,,179188806,177623755,0
2512442,2512441,,,179188806,179447433,0
2510615,2510618,,,177613946,176964846,0
2512375,2512374,,,179814732,179807407,0
2512149,2512151,,,179788118,176967554,3
2510958,2510958,,,176971943,179451756,0
2510958,2510958,,,176971943,176971956,0
2511896,2511897,,,177625794,176960443,0
2511442,2511447,,,176962731,179789614,0
2511442,2511439,,,176962731,178262314,0
2511275,2511276,,,176971280,180055269,0
2511275,2511276,,,176971280,179813710,0
2510232,2510229,,,179802781,179800161,3
2510232,2510231,,,179802781,176966092,3
2510226,2510227,,,176963922,176965462,0
2512439,2512440,,,176963922,176965462,0
2510146,2510145,,,176965562,177614500,0
2512157,2512154,,,179790042,176963812,0
2512034,2512031,,,178237389,176973508,0
2512257,2512252,,,176973275,176964662,0
2512439,2512439,,,176963896,176964486,1
2510067,2510064,,,180035715,180062807,0
2511448,2511439,,,178236605,178240501,0
2510177,2510174,,,177606057,176962701,0
2512144,2512141,,,177612045,178248378,0
2511003,2511006,,,176966669,180046006,0
2510148,2510147,,,176965040,176965550,0
2510177,2510175,,,180047406,180038400,0
2510229,2510228,,,180047406,180042332,0
2512442,2512441,,,180047406,180042332,0
2511410,2511411,,,179807407,179804775,0
2511438,2511442,,,179807407,179804930,0
2509989,2509996,,,176969624,177613798,0
2511439,2511447,,,179427536,177602292,0
2512473,2512470,,,179427536,177605072,0
2510203,2510204,,,178239701,176962272,0
2512157,2512154,,,177601612,178244674,0
2512141,2512149,,,179803623,176958356,0
2511144,2511146,,,176959863,179428338,0
2511144,2511146,,,176959863,176962520,0
2511015,2511016,,,177599836,179439485,0
2511015,2511016,,,177599836,176959354,0
2510901,2510908,,,180063038,180036506,0
2510229,2510228,,,179805672,179801038,0
2512442,2512441,,,179805672,179801038,0
2510229,2510231,,,179805672,179811749,0
2511448,2511445,,,179183340,178248342,0
2510031,2510030,,,179430395,179433152,0
2510412,2510411,,,176966767,179441148,0
2512154,2512157,,,176964280,179431497,0
2511448,2511445,,,176960647,176962660,0
2511246,2511243,,,176963687,177613957,0
2511979,2511979,,,180056066,180061919,0
2512473,2512470,,,178240935,176960505,0
2510232,2510224,,,177613377,178256552,3
2511252,2511249,,,180044888,177610962,0
2510304,2510305,,,176968286,180049523,0
2510229,2510228,,,176965421,179801099,0
2512442,2512441,,,176965421,179801099,0
2510229,2510228,,,176965421,176963877,0
2512442,2512441,,,176965421,176963877,0
2511275,2511273,,,178252716,177617956,0
2511981,2511979,,,180032815,180048333,0
2511445,2511439,,,179804660,179797557,0
2512144,2512141,,,177611657,177601530,0
2512157,2512163,,,180045775,180043229,0
2510735,2510738,,,177621851,178232919,0
2511005,2511006,,,178253129,178248176,0
2511276,2511273,,,176971026,176961862,0
2511439,2511445,,,180031715,180039158,0
2511981,2511981,,,178231392,178231393,0
2510177,2510174,,,177606262,176962785,0
2510908,2510901,,,179805857,179796086,0
2510229,2510226,,,179805857,178244674,0
2511611,2511613,,,176973400,176971768,0
2510184,2510182,,,177614765,179191178,0
2510421,2510419,,,176967283,176959036,0
2512144,2512148,,,177611436,176958194,0
2510228,2510231,,,177611436,179183450,0
2509997,2509988,,,177611436,176963812,0
2510177,2510173,,,177611436,178865932,0
2510091,2510092,,,179439703,176966103,0
2510204,2510203,,,176963058,179421639,0
2511439,2511447,,,179791433,180029540,0
2512032,2512031,,,179789241,176973528,0
2511243,2511246,,,176964725,179800218,0
2510905,2510901,,,176958321,180062919,0
2510905,2510901,,,176958321,179820668,0
2511004,2511005,,,179429418,179441596,0
2511215,2511216,,,176973050,176965251,0
2510738,2510737,,,176964673,180037433,0
2510738,2510737,,,176964673,179425457,0
2510738,2510737,,,176964673,179796863,0
2510183,2510182,,,176963907,176960235,0
2510183,2510182,,,176963907,176960236,0
2512473,2512470,,,179427475,176960401,0
2510229,2510231,,,176963597,176962521,0
2512151,2512148,,,176967550,176957811,3
2510055,2510054,,,180036077,180063103,0
2510231,2510231,,,179811727,179797870,0
2510231,2510231,,,176967121,178242681,0
2510146,2510145,,,179191312,180045932,0
2512440,2512439,,,179191312,180044456,1
2512440,2512439,,,179191312,180044457,1
2512439,2512439,,,176964012,180044618,1
2510226,2510227,,,176964012,179806160,0
2512439,2512440,,,176964012,179806160,0
2512202,2512203,,,176957828,176959441,0
2511438,2511448,,,177612988,176962516,0
2511246,2511243,,,178845214,177463826,0
2512141,2512144,,,176963667,179802560,0
2511608,2511607,,,176963521,178243833,0
2511248,2511251,,,179792250,177622446,0
2511274,2511273,,,179814764,180063797,0
2510420,2510421,,,179814764,178254730,0
2511274,2511273,,,179814764,179821470,0
2511448,2511445,,,179791511,179798043,0
2511246,2511243,,,178244205,177613968,0
2511846,2511849,,,178244205,176973294,0
2512154,2512157,,,179801710,176963544,0
2511410,2511411,,,180048943,180045993,0
2510926,2510925,,,178259184,178230597,0
2511531,2511536,,,177608374,176973820,0
2511004,2511005,,,176959721,178253063,0
2512137,2512134,,,180059593,179796127,0
2512491,2512493,,,177627216,178247663,0
2512491,2512493,,,177627216,179189474,0
2510067,2510064,,,180062329,180036385,0
2510908,2510899,,,176971075,176958201,0
2510231,2510231,,,176966171,179182977,0
2510173,2510173,,,176966171,177466979,0
2512171,2512174,,,180047401,176966378,0
2510901,2510905,,,176971144,177457517,0
2511004,2511005,,,177609590,177618839,0
2510908,2510908,,,176971143,176963441,1
2511248,2511251,,,177614703,176964748,0
2511183,2511184,,,177614703,176966145,0
2510055,2510054,,,176971097,179795439,0
2511273,2511276,,,180036010,180035291,0
2510031,2510030,,,178240874,179433386,0
2511005,2511006,,,177618616,179798036,0
2510064,2510067,,,176971193,179426905,0
2512473,2512463,,,180037202,179791718,0
2511531,2511536,,,180037202,176973888,0
2511902,2511901,,,179804204,179819736,0
2512257,2512252,,,176973202,179435066,0
2510404,2510405,,,176973202,176973204,0
2511981,2511979,,,179806908,179792767,0
2510901,2510908,,,179191060,179185352,0
2510045,2510044,,,176959299,176965800,0
2510146,2510145,,,176965556,176965052,0
2511895,2511906,,,179423993,179184350,0
2510411,2510412,,,176966739,176966556,0
2511983,2511982,,,176961247,176964944,0
2510231,2510231,,,177619129,176962687,0
2510195,2510194,,,180055014,180055057,0
2511004,2511003,,,176962917,176966761,0
2510628,2510627,,,176963024,177602495,0
2511004,2511005,,,176963024,176966533,0
2511003,2511006,,,178253618,178242568,0
2509987,2509987,,,179432755,179432780,0
2510181,2510158,,,179792316,179788618,0
2511904,2511905,,,180045648,178855762,0
2512491,2512493,,,177627192,177613847,0
2512131,2512134,,,176962372,177605329,0
2510901,2510908,,,176962372,176962358,0
2510231,2510229,,,176966113,179420325,0
2510054,2510055,,,178262462,176962152,0
2510901,2510908,,,178240056,176971076,0
2510737,2510738,,,177611144,176966031,0
2511441,2511438,,,178251593,176968047,0
2509987,2509987,,,178245971,178245992,0
2511003,2511006,,,176966668,176965020,0
2511981,2511979,,,180032438,180047783,0
2510148,2510147,,,179788776,176965420,0
2511005,2511006,,,176966839,178242629,0
2511005,2511006,,,176966839,176962975,0
2510411,2510412,,,176966839,177618275,0
2511409,2511411,,,176958831,179435042,0
2511902,2511901,,,179172991,176970833,0
2510908,2510899,,,176971161,179417513,0
2510908,2510899,,,176971117,177456918,0
2511215,2511216,,,176973028,178845195,0
2510738,2510737,,,178247924,179175530,0
2510901,2510908,,,177608802,177608766,0
2510173,2510173,,,177619406,176966388,0
2510054,2510055,,,176961981,176971126,0
2511412,2511410,,,178248396,178235550,0
2512473,2512463,,,178240566,177605640,0
2511531,2511536,,,178240566,176973820,0
2510516,2510512,,,180056614,180068232,0
2510228,2510231,,,176963918,178242046,0
2512144,2512141,,,176963918,178248103,0
2512144,2512141,,,176963918,179435112,0
2511441,2511438,,,176959070,176968047,0
2511252,2511249,,,176964891,176963708,0
2510231,2510231,,,176966241,179797481,0
2510173,2510173,,,176966241,176967155,0
2512439,2512440,,,179802966,179792073,0
2510173,2510173,,,176967096,180051194,0
2510231,2510231,,,176967096,180038881,0
2510231,2510231,,,176967096,178242629,0
2512456,2512456,,,177470783,177470777,0
2510908,2510899,,,177605482,180065078,0
2510202,2510200,,,176964657,176963044,0
2510507,2510512,,,176969028,180068276,0
2509987,2509987,,,180042967,180042981,0
2511981,2511979,,,179424246,180048494,0
2512470,2512463,,,180031501,176962288,0
2512141,2512144,,,178231736,178246039,0
2510901,2510908,,,176962363,177608688,0
2510054,2510055,,,180035919,180062966,0
2511273,2511276,,,180035919,177460360,0
2511004,2511005,,,179435058,176966607,0
2511003,2511006,,,176966763,176962928,0
2511013,2511014,,,176962398,176971136,0
2511013,2511014,,,176962398,179820784,0
2509997,2509998,,,177612548,178245857,0
2510231,2510231,,,176966337,180038397,0
2510231,2510231,,,176966337,179797696,0
2512034,2512031,,,179800360,176973524,0
2510146,2510145,,,177615576,179435307,0
2511442,2511439,,,178241995,179422947,0
2511442,2511439,,,178241995,179791497,0
2512141,2512149,,,176963548,176958341,0
2510738,2510737,,,179804900,176961623,0
2511445,2511439,,,179804900,179797696,0
2512377,2512376,,,179806778,179813959,0
2510250,2510249,,,176967423,179813788,0
2511536,2511533,,,176973834,180037169,0
2511536,2511533,,,176973834,179796621,0
2510173,2510173,,,176967161,178252635,0
2510520,2510510,,,180038478,176964930,0
2510231,2510231,,,177619133,176962693,0
2510173,2510173,,,177619133,179439793,0
2510738,2510737,,,180028662,179794031,0
2510908,2510899,,,179796005,177600044,0
2510908,2510908,,,179796005,176963395,1
2510273,2510272,,,177463900,179819878,0
2510273,2510272,,,177463900,179819880,0
2511274,2511273,,,179814011,179810292,0
2510420,2510421,,,179814011,176967257,0
2510166,2510157,,,180055838,180029044,0
2510738,2510737,,,178231441,177603413,0
2512157,2512154,,,178231441,176963854,0
2511004,2511005,,,180038572,180052495,0
2512170,2512169,,,180047322,176966353,0
2510067,2510067,,,179813737,179813743,0
2512376,2512377,,,179813089,179808066,0
2510163,2510166,,,176961198,180032565,0
2510163,2510166,,,176961198,178851339,0
2510163,2510157,,,176961198,179800877,0
2511979,2511981,,,176961198,178246460,0
2510163,2510166,,,176961198,179423944,0
2512377,2512376,,,178249979,178263433,0
2511448,2511442,,,179183124,176964981,0
2510900,2510908,,,176970436,176960500,0
2510067,2510064,,,179820462,178240292,0
2511532,2511537,,,177605419,176973883,0
2511532,2511537,,,177605419,176973884,0
2510899,2510908,,,180026018,180036573,0
2511904,2511902,,,180039032,179793171,0
2511004,2511005,,,180039032,177466773,0
2510203,2510204,,,180035925,180037040,0
2511536,2511531,,,176973878,180037374,0
2511536,2511531,,,176973878,178240953,0
2512377,2512376,,,179806779,179813959,0
2511448,2511445,,,180031290,179183532,0
2511902,2511904,,,177606522,176962949,0
2511274,2511276,,,176960250,176970964,0
2512439,2512439,,,180041791,180043900,1
2511006,2511005,,,180068263,180052167,0
2511906,2511905,,,180068263,180052167,0
2510146,2510145,,,180047171,180045827,0
2511275,2511276,,,176971300,180055418,0
2511275,2511276,,,176971300,179443664,0
2511442,2511439,,,176963001,179427837,0
2511846,2511849,,,178237622,176973246,0
2510726,2510729,,,179174871,176964930,0
2510726,2510729,,,179174871,176964931,0
2510726,2510729,,,179174871,178247845,0
2510054,2510055,,,180062787,176962196,0
2510231,2510231,,,176966256,180038182,0
2510231,2510231,,,176966256,176962594,0
2510901,2510908,,,179820836,179796068,0
2511448,2511445,,,177608418,176962735,0
2510223,2510224,,,179802740,180049587,3
2511979,2511979,,,179802740,180047705,0
2512190,2512191,,,177626916,180054556,0
2512140,2512141,,,176969382,180029768,0
2510228,2510231,,,176969382,179428222,0
2510228,2510231,,,176969382,176962496,0
2510182,2510183,,,176969382,176963770,0
2510177,2510174,,,177606213,179798090,0
2511902,2511904,,,176961037,179183532,0
2512377,2512376,,,180048518,180055874,0
2510231,2510231,,,178251981,177609001,0
2510230,2510231,,,176967098,180039466,0
2510230,2510231,,,176967098,176962946,0
2511274,2511273,,,179444464,176971445,0
2511904,2511902,,,180052613,180034267,0
2510726,2510729,,,177603155,179421394,0
2510182,2510183,,,176969387,180041630,0
2512140,2512141,,,176969387,179789769,0
2511982,2511983,,,177615849,176964391,0
2511274,2511276,,,178239447,178239907,0
2510726,2510729,,,178233464,179174496,0
2512131,2512134,,,179797089,176960601,0
2510901,2510908,,,179797089,176962440,0
2510250,2510249,,,176967460,179813959,0
2510726,2510729,,,180034584,176965025,0
2510726,2510729,,,180034584,179435296,0
2511959,2511959,,,176963043,176966637,0
